Customer 1	|	Customer 2	|	Customer 3	|	Customer 4	|	Customer 5	|	Customer 6	|	Customer 7	|	Customer 8
0.92 pf lagging		0.95 pf lagging		0.91 pf lagging		0.93 pf lagging		0.89 pf lagging		0.90 pf lagging		0.94 pf lagging		0.91 pf lagging

0:00	0.37		0:00	0.99		0:00	0.93		0:00	0.18		0:00	0.31		0:00	0.87		0:00	0.80		0:00	0.93
0:15	0.69		0:15	0.82		0:15	1.41		0:15	0.73		0:15	0.09		0:15	1.21		0:15	0.91		0:15	0.50
0:30	0.81		0:30	0.42		0:30	1.20		0:30	0.39		0:30	0.03		0:30	1.03		0:30	0.95		0:30	0.62
0:45	1.13		0:45	1.05		0:45	1.49		0:45	0.36		0:45	0.44		0:45	1.23		0:45	1.49		0:45	1.21
1:00	0.52		1:00	0.67		1:00	1.06		1:00	0.29		1:00	0.64		1:00	1.08		1:00	1.06		1:00	0.85
1:15	1.13		1:15	0.81		1:15	1.25		1:15	0.62		1:15	0.44		1:15	1.23		1:15	1.50		1:15	0.72
1:30	0.49		1:30	0.88		1:30	1.00		1:30	0.76		1:30	0.12		1:30	1.03		1:30	1.25		1:30	0.81
1:45	0.80		1:45	0.41		1:45	0.69		1:45	0.64		1:45	0.28		1:45	1.02		1:45	0.69		1:45	0.36
2:00	0.76		2:00	0.61		2:00	0.86		2:00	0.10		2:00	0.00		2:00	0.96		2:00	0.61		2:00	0.31
2:15	0.48		2:15	1.12		2:15	0.98		2:15	0.26		2:15	0.11		2:15	0.77		2:15	1.23		2:15	1.05
2:30	0.36		2:30	0.98		2:30	0.78		2:30	0.17		2:30	0.55		2:30	0.60		2:30	1.03		2:30	0.67
2:45	1.13		2:45	1.05		2:45	1.49		2:45	0.61		2:45	0.44		2:45	0.98		2:45	1.49		2:45	0.71
3:00	0.52		3:00	0.92		3:00	1.31		3:00	0.29		3:00	0.64		3:00	1.08		3:00	1.06		3:00	1.10
3:15	1.07		3:15	0.73		3:15	1.14		3:15	0.32		3:15	0.66		3:15	0.90		3:15	1.14		3:15	1.15
3:30	0.62		3:30	0.49		3:30	0.80		3:30	0.68		3:30	0.06		3:30	0.87		3:30	1.05		3:30	0.93
3:45	0.74		3:45	0.88		3:45	1.00		3:45	0.26		3:45	0.37		3:45	1.28		3:45	1.25		3:45	0.56
4:00	0.76		4:00	0.66		4:00	1.28		4:00	0.28		4:00	0.63		4:00	1.06		4:00	1.28		4:00	0.58
4:15	1.04		4:15	0.94		4:15	1.08		4:15	0.80		4:15	0.64		4:15	1.35		4:15	1.58		4:15	1.11
4:30	0.63		4:30	0.80		4:30	1.24		4:30	0.61		4:30	0.19		4:30	0.98		4:30	1.49		4:30	1.21
4:45	0.74		4:45	0.94		4:45	1.43		4:45	0.44		4:45	0.25		4:45	1.64		4:45	1.93		4:45	1.34
5:00	1.01		5:00	0.96		5:00	1.72		5:00	0.46		5:00	0.51		5:00	1.66		5:00	1.47		5:00	1.36
5:15	1.30		5:15	1.26		5:15	2.04		5:15	0.99		5:15	0.78		5:15	1.47		5:15	1.79		5:15	0.91
5:30	1.10		5:30	1.07		5:30	2.12		5:30	0.77		5:30	0.80		5:30	1.54		5:30	1.62		5:30	1.21
5:45	0.84		5:45	1.55		5:45	2.09		5:45	0.76		5:45	0.79		5:45	1.52		5:45	1.84		5:45	0.94
6:00	1.40		6:00	1.63		6:00	2.21		6:00	0.81		6:00	0.58		6:00	1.36		6:00	2.21		6:00	1.27
6:15	1.21		6:15	1.20		6:15	1.80		6:15	0.84		6:15	0.85		6:15	1.44		6:15	2.30		6:15	1.58
6:30	1.20		6:30	1.19		6:30	2.04		6:30	0.84		6:30	0.35		6:30	1.68		6:30	1.79		6:30	1.07
6:45	1.42		6:45	1.40		6:45	2.24		6:45	1.07		6:45	0.34		6:45	1.89		6:45	1.99		6:45	1.29
7:00	0.85		7:00	1.57		7:00	2.12		7:00	1.02		7:00	0.55		7:00	1.29		7:00	2.12		7:00	0.96
7:15	1.12		7:15	1.09		7:15	1.65		7:15	1.03		7:15	0.81		7:15	1.81		7:15	1.65		7:15	1.48
7:30	0.85		7:30	1.32		7:30	1.62		7:30	1.02		7:30	0.80		7:30	1.29		7:30	1.62		7:30	1.21
7:45	1.04		7:45	1.25		7:45	1.77		7:45	0.48		7:45	0.52		7:45	1.71		7:45	1.77		7:45	1.39
8:00	0.74		8:00	1.44		8:00	1.93		8:00	0.69		8:00	0.25		8:00	1.14		8:00	1.68		8:00	1.09
8:15	1.18		8:15	0.86		8:15	1.82		8:15	0.40		8:15	0.46		8:15	1.55		8:15	1.82		8:15	0.77
8:30	0.88		8:30	1.05		8:30	1.24		8:30	0.86		8:30	0.19		8:30	1.48		8:30	1.74		8:30	0.71
8:45	1.21		8:45	0.90		8:45	1.62		8:45	0.92		8:45	0.23		8:45	1.09		8:45	1.87		8:45	1.05
9:00	1.23		9:00	0.92		9:00	1.91		9:00	0.43		9:00	0.74		9:00	1.62		9:00	1.41		9:00	1.07
9:15	0.71		9:15	1.40		9:15	1.87		9:15	0.42		9:15	0.48		9:15	1.59		9:15	1.87		9:15	1.30
9:30	1.25		9:30	1.19		9:30	1.69		9:30	0.95		9:30	0.25		9:30	1.64		9:30	1.44		9:30	0.84
9:45	1.00		9:45	0.95		9:45	1.45		9:45	0.45		9:45	0.75		9:45	1.65		9:45	1.95		9:45	0.85
10:00	0.76		10:00	1.21		10:00	1.46		10:00	0.45		10:00	0.25		10:00	1.16		10:00	1.96		10:00	0.86
10:15	1.27		10:15	1.47		10:15	1.73		10:15	0.96		10:15	0.76		10:15	1.43		10:15	1.48		10:15	0.87
10:30	0.79		10:30	1.49		10:30	2.01		10:30	0.72		10:30	0.27		10:30	1.45		10:30	2.01		10:30	1.14
10:45	1.30		10:45	1.26		10:45	1.54		10:45	0.74		10:45	0.28		10:45	1.72		10:45	1.79		10:45	1.16
11:00	0.81		11:00	1.02		11:00	1.55		11:00	0.99		11:00	0.28		11:00	1.23		11:00	1.55		11:00	1.17
11:15	0.84		11:15	1.55		11:15	1.59		11:15	0.51		11:15	0.79		11:15	1.77		11:15	2.09		11:15	1.44
11:30	1.37		11:30	1.34		11:30	2.15		11:30	0.53		11:30	0.81		11:30	1.82		11:30	1.65		11:30	0.98
11:45	1.34		11:45	1.56		11:45	1.60		11:45	1.01		11:45	0.80		11:45	1.53		11:45	1.60		11:45	1.20
12:00	1.37		12:00	1.59		12:00	1.90		12:00	0.78		12:00	0.81		12:00	1.32		12:00	1.65		12:00	1.23
12:15	1.33		12:15	1.04		12:15	2.08		12:15	1.00		12:15	0.29		12:15	1.76		12:15	1.58		12:15	0.93
12:30	1.05		12:30	1.51		12:30	2.04		12:30	0.99		12:30	0.53		12:30	1.47		12:30	2.04		12:30	1.41
12:45	1.29		12:45	1.50		12:45	2.02		12:45	0.73		12:45	0.52		12:45	1.21		12:45	1.77		12:45	0.89
13:00	0.76		13:00	1.21		13:00	1.71		13:00	0.45		13:00	0.25		13:00	1.66		13:00	1.71		13:00	1.11
13:15	1.10		13:15	1.57		13:15	2.12		13:15	1.02		13:15	0.80		13:15	1.79		13:15	2.12		13:15	1.46
13:30	1.12		13:30	1.09		13:30	1.65		13:30	0.53		13:30	0.56		13:30	1.57		13:30	1.65		13:30	0.98
13:45	1.43		13:45	1.66		13:45	2.00		13:45	1.07		13:45	0.84		13:45	1.40		13:45	2.00		13:45	1.54
14:00	0.94		14:00	1.43		14:00	2.02		14:00	1.08		14:00	0.85		14:00	1.92		14:00	1.77		14:00	1.06
14:15	1.10		14:15	1.32		14:15	1.87		14:15	1.02		14:15	0.30		14:15	1.79		14:15	1.62		14:15	1.46
14:30	0.88		14:30	1.35		14:30	2.16		14:30	0.79		14:30	0.81		14:30	1.83		14:30	2.16		14:30	1.24
14:45	0.89		14:45	1.37		14:45	1.94		14:45	0.80		14:45	0.32		14:45	1.85		14:45	2.19		14:45	1.25
15:00	0.85		15:00	1.32		15:00	2.12		15:00	0.52		15:00	0.80		15:00	1.54		15:00	1.87		15:00	1.46
15:15	0.89		15:15	1.36		15:15	2.18		15:15	1.04		15:15	0.32		15:15	1.34		15:15	1.68		15:15	1.00
15:30	1.37		15:30	1.59		15:30	1.90		15:30	0.53		15:30	0.56		15:30	1.81		15:30	1.90		15:30	1.48
15:45	1.36		15:45	1.33		15:45	2.13		15:45	0.52		15:45	0.30		15:45	1.30		15:45	1.88		15:45	1.22
16:00	1.48		16:00	1.22		16:00	2.08		16:00	1.11		16:00	0.61		16:00	1.47		16:00	1.83		16:00	1.60
16:15	1.28		16:15	1.53		16:15	2.17		16:15	1.14		16:15	0.89		16:15	1.79		16:15	2.42		16:15	1.65
16:30	1.59		16:30	1.60		16:30	2.52		16:30	0.68		16:30	0.92		16:30	1.87		16:30	2.02		16:30	1.22
16:45	1.13		16:45	1.40		16:45	2.59		16:45	0.96		16:45	0.44		16:45	1.93		16:45	2.59		16:45	1.26
17:00	1.71		17:00	2.00		17:00	2.47		17:00	1.02		17:00	0.48		17:00	2.29		17:00	2.47		17:00	1.35
17:15	1.75		17:15	2.05		17:15	2.80		17:15	0.80		17:15	0.75		17:15	2.35		17:15	2.30		17:15	1.90
17:30	1.27		17:30	1.57		17:30	2.83		17:30	1.31		17:30	0.51		17:30	2.38		17:30	2.58		17:30	1.92
17:45	1.61		17:45	1.68		17:45	2.99		17:45	1.38		17:45	0.56		17:45	2.25		17:45	2.74		17:45	1.52
18:00	2.09		18:00	1.95		18:00	2.87		18:00	1.53		18:00	0.92		18:00	2.32		18:00	3.37		18:00	2.02
18:15	1.98		18:15	1.82		18:15	3.18		18:15	1.46		18:15	1.11		18:15	2.67		18:15	3.18		18:15	1.65
18:30	1.66		18:30	1.99		18:30	3.06		18:30	1.16		18:30	1.08		18:30	2.32		18:30	2.56		18:30	1.57
18:45	1.41		18:45	1.74		18:45	3.07		18:45	1.41		18:45	0.58		18:45	2.32		18:45	2.82		18:45	1.58
19:00	1.66		19:00	1.44		19:00	2.14		19:00	0.73		19:00	0.95		19:00	2.22		19:00	2.39		19:00	1.30
19:15	1.13		19:15	1.65		19:15	2.59		19:15	0.71		19:15	0.69		19:15	1.68		19:15	2.34		19:15	1.26
19:30	1.48		19:30	1.22		19:30	2.08		19:30	0.61		19:30	0.61		19:30	1.97		19:30	1.83		19:30	1.35
19:45	0.87		19:45	1.09		19:45	1.65		19:45	0.78		19:45	0.81		19:45	1.57		19:45	1.90		19:45	0.98
20:00	1.05		20:00	1.51		20:00	2.04		20:00	0.49		20:00	0.53		20:00	1.47		20:00	1.54		20:00	0.91
20:15	1.26		20:15	1.21		20:15	1.96		20:15	0.70		20:15	0.25		20:15	1.66		20:15	1.96		20:15	1.11
20:30	1.20		20:30	1.14		20:30	1.62		20:30	0.42		20:30	0.73		20:30	1.58		20:30	1.62		20:30	1.05
20:45	1.23		20:45	1.42		20:45	1.41		20:45	0.93		20:45	0.74		20:45	1.62		20:45	1.66		20:45	0.82
21:00	1.22		21:00	1.16		21:00	1.40		21:00	0.43		21:00	0.24		21:00	1.61		21:00	1.90		21:00	1.07
21:15	0.67		21:15	0.85		21:15	1.56		21:15	0.89		21:15	0.46		21:15	1.29		21:15	1.31		21:15	1.26
21:30	1.22		21:30	0.91		21:30	1.89		21:30	0.68		21:30	0.23		21:30	1.60		21:30	1.89		21:30	1.06
21:45	0.88		21:45	1.30		21:45	1.49		21:45	0.86		21:45	0.44		21:45	1.48		21:45	1.49		21:45	0.96
22:00	1.15		22:00	1.07		22:00	1.52		22:00	0.38		22:00	0.70		22:00	1.00		22:00	1.52		22:00	1.23
22:15	0.57		22:15	0.98		22:15	1.14		22:15	0.82		22:15	0.41		22:15	1.40		22:15	1.39		22:15	1.15
22:30	0.56		22:30	0.97		22:30	1.62		22:30	0.81		22:30	0.40		22:30	1.13		22:30	1.12		22:30	0.64
22:45	0.79		22:45	0.95		22:45	1.59		22:45	0.80		22:45	0.65		22:45	1.36		22:45	1.59		22:45	0.62
23:00	0.68		23:00	1.06		23:00	1.40		23:00	0.47		23:00	0.34		23:00	0.95		23:00	0.90		23:00	0.49
23:15	0.74		23:15	1.13		23:15	1.25		23:15	0.76		23:15	0.62		23:15	1.03		23:15	1.50		23:15	0.81
23:30	0.38		23:30	1.01		23:30	1.07		23:30	0.44		23:30	0.07		23:30	0.63		23:30	1.07		23:30	0.44
23:45	0.96		23:45	1.10		23:45	1.20		23:45	0.74		23:45	0.60		23:45	0.99		23:45	1.20		23:45	0.53
